,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7899,7899,53539095,20241221052002,Spacious 2-Bedroom Apartment Digital Check-In,"Enjoy freedom and flexibility. Homaris apartments offer you a home in a foreign city. Be independent, because we have already prepared everything for you.<br />Whether it's a city trip with friends or a business trip, alone or with your team - we offer accommodations of different sizes in different cities. <br />Our apartments impress with modern design, a central location and amenities that leave nothing to be desired. Each apartment at Homaris tells its own story - is individual. Just like you!",241278252,Flo,f,3.0,3.0,t,t,52.55038,13.34994,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$104.00,365,1,3,365,365,2.6,365.0,,t,9,39,69,344,86,34,0,4.21,4.28,3.98,4.44,4.55,4.36,4.15,"Legal entity name and Legal form: Homaris One GmbH <br/>Legal representatives or Trade register number: HRB202031B <br/> Entity address: Brunnenstr.4, 10119, Berlin, Deutschland <br/>Listing address: Lüderitzstr. 4, 13351, Berlin, Deutschland",t,3,3,0,0,2.33
7910,7910,53045947,20241221052002,3 floor rooftop for 4-6 ppl in the heart of Berlin,"We offer our cozy family apartment in a quiet street within walking distance of the heart of Kreuzberg. Close to U8 and Ostbahnhof. <br /><br />Enjoy our tiny house on top of a building. 3 floors with room for a family of 4 or 6. <br /><br />Ground floor: Bathroom, kids bedroom and master bedroom with walk-in closet.<br />Middle floor:  Kitchen, dining area, living room, balcony<br />Top floor under the roof: Workspace, Guest bed, play space<br /><br />The apartment is fully equipped with everything you might need for a family.",701511,Felix,f,1.0,2.0,t,t,52.50710918126155,13.4248724043977,Entire condo,Entire home/apt,6,1.0,3.0,3.0,$120.00,30,14,14,1125,1125,14.0,1125.0,,t,0,0,0,104,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,01/z/RA/016427-24,t,1,1,0,0,0.26
7912,7912,255829,20241221052002,Idyllic located Apartment,in a nice quiet location.,1345035,Sylvia,f,5.0,5.0,t,t,52.39203,13.41021,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,$74.00,1125,3,3,1125,1125,3.0,1125.0,,t,21,42,67,67,154,25,0,4.69,4.84,4.75,4.86,4.89,4.68,4.66,07/Z/ZA/001743-16,f,4,3,1,0,1.04
7913,7913,683375048312829224,20241221052002,"Home, sweet home",,32001693,Bernardo,f,1.0,3.0,t,t,52.4811352,13.2893254,Entire condo,Entire home/apt,5,1.0,1.0,1.0,$127.00,365,2,2,365,365,2.0,365.0,,t,4,4,4,4,7,3,0,5.0,5.0,4.86,4.86,5.0,4.57,4.86,04/Z/RA/011471-22,f,1,1,0,0,0.27
7920,7920,6566904,20241221052002,Quiet vacation apartment in Kreuzberg,"It is a quiet 2-room apartment (66m²) for max. 4+2 people.<br />The apartment is located in a typical Berliner “Gründerzeit”-house from 1873 and offers a large kitchen, a bathroom with a shower and two rooms with loft beds.<br />The friendly holiday apartment overlooks the house-owned garden, which can be entered from the same courtyard that also leads to the flat.<br />Only a few minutes away is the underground station Mehringdamm (U6, U7) and a bus station of the M19 line.",34349999,Arno,f,1.0,2.0,t,t,52.49198,13.38946,Entire condo,Entire home/apt,6,1.0,1.0,6.0,$90.00,1125,2,2,1125,1125,2.0,1125.0,,t,15,32,46,215,407,18,0,4.76,4.86,4.83,4.89,4.91,4.88,4.66,02/Z/AZ/008510-18,t,1,1,0,0,3.51
7935,7935,30728734,20241221052002,"Zentrales Cityappartent mit WLan, Balkon und Lift","""01/Z/ZA/006545-17""<br />Modernly equipped 3 room apartment with numerous shopping and public transport ""at your doorstep"".<br />The apartment can accommodate 5 people and has a fully equipped kitchen with washing machine and dishwasher, bathroom with bathtub, balcony available. 2 bedrooms with 2 large beds for 2 persons and folding couch for 1-2 people in the living room . Living room has TV and music system. Wi-Fi, towels, bed linen included.",230001236,Assunta,f,1.0,1.0,t,t,52.52542,13.32783,Entire rental unit,Entire home/apt,5,,3.0,,,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,46,0,0,4.57,4.76,4.5,4.91,4.8,4.72,4.54,01/Z/ZA/006545-17,f,1,1,0,0,0.64
7961,7961,1033464347802765831,20241221052002,Helle Altbau-Familienwohnung,"Central, warm family apartment in a prime location: our bright old building in Mitte is freshly renovated last year, very cozy, and perfectly connected. And we love our neighborhood, with bakery, cafés and every Sunday flea market. Ideal for families who want to spend time together in Berlin during winter.",7301113,Anna & Jon,f,1.0,2.0,t,t,52.535017331518155,13.400430551088904,Entire rental unit,Entire home/apt,6,2.0,4.0,5.0,$306.00,92,92,92,92,92,92.0,92.0,,t,27,57,87,177,0,0,0,,,,,,,,,f,1,1,0,0,
7974,7974,1015784046195962453,20241221052002,Wonderful House with Garden,"Welcome to our charming home in Wannsee, surrounded by an idyllic garden and an inviting terrace. Here, you'll find relaxation and be just a stone's throw away from picturesque lakes. Surrounded by forests and a golf club, you'll also have easy access to outdoor adventures and sporting activities. The excellent public transportation connection allows for convenient trips in the area. Enjoy your perfect vacation.",472707053,Luisa,f,6.0,7.0,t,t,52.41134934683479,13.135945677121285,Entire home,Entire home/apt,6,,3.0,,,365,92,92,365,365,92.0,365.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,6,6,0,0,
7979,7979,16162725,20241221052002,130qm Apartment from the wilhelminian time,"The Apartment is located very close to the S-Bahn Station ""Innsbrucker Platz"". It is pretty central: 15min to Kreuzberg, 15 min to Ostkreuz, 15 min to Mitte, 15 min to Neukölln. <br /><br />It is 2min by foot to Volkspark Schöneberg (which has a pond and a beautiful children's playground), Odeon Cinema, Akatzienstraße is not far away (lots of fine Restaurants, beautiful cafes and the Best Döner from Berlin ""Rüya Gemüse Kebab"" (way better than Mustafa)!",105495015,Attila,f,1.0,1.0,t,t,52.48248,13.36142,Entire rental unit,Entire home/apt,6,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,20,0,0,4.65,4.55,4.55,4.9,4.95,4.55,4.45,,t,1,1,0,0,0.22
7989,7989,32732493,20241221052002,Familientraum in Friedrichshain / Prenzlberg,"Our beautiful duplex apartment on the border of Prenzlauer Berg to Friedrichshain is waiting for you! <br /><br />Quiet but still well located. S-Bahn/U-Bahn and tram can be reached quickly (about 8 minutes) on foot. Supermarkets and parks are around the corner of the property either.<br /><br />2 bedrooms, a children's room and a cozy kitchen-living room with balcony leave nothing to be desired. Ideal for families (lots of toys and a nice yard with sandbox and swing) or small groups who want to discover Berlin.",246141139,Philipp,f,1.0,1.0,t,f,52.52259,13.45765,Entire rental unit,Entire home/apt,5,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,7,0,0,5.0,5.0,4.86,4.86,5.0,4.43,5.0,,t,1,1,0,0,0.1
8016,8016,40879580,20241221052002,110 qm Beautiful Flat in Neukölln,"Hello! We are renting our beautiful flat in Berlin from the 6th of July to the 25 August. In between Boddinstrasse (U8) and Rathaus Neukolln (U7), big 110 square meter flat, 2 bed rooms, one living room with sofabed, Mezanine in the corridor with an extra doppel bed. bath tube, big kitchen, wash machine, kids friendly, actually very convenient for a family! can accommodate up to 7 people. Very confortable for 5 !",318304433,Amélie,f,1.0,2.0,t,f,52.47999,13.42852,Entire rental unit,Entire home/apt,5,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,2,0,0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,,f,1,1,0,0,0.07
8039,8039,23501368,20241221052002,Apartments im Hostel am Schäfersee _04,"Beautiful 2 room apartment with kitchen; bathroom on the 2nd floor. Bright and cozy with a view of the courtyard garden and street. Centrally located at the Schäfersee, a 2-minute walk to the U8 Bahn Franz-Neumann-Platz. 10 minutes to Alexanderplatz in the middle and 15 minutes and to Kreuzberg by train.",73158,Mina,t,14.0,14.0,t,t,52.56154,13.36258,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$90.00,100,2,2,1125,1125,2.0,1125.0,,t,14,29,51,203,266,51,3,4.73,4.82,4.81,4.87,4.86,4.39,4.58,"First name and Last name: Mina Ghousi <br/> Contact address: Eberswalder Str. 04, 10437, Berlin, Deutschland <br/>Listing address: Holländerstr. 127, 13407, Berlin, Deutschland",t,14,14,0,0,3.25
8068,8068,665179656527060953,20241221052002,Familienfreundliche Wohnung mit zwei Terrassen,Welcome to colorful Neukölln. In our apartment you can also leave the city behind and find peace and quiet. Children will get their money's worth in the large playroom and on the terraces it is not only very comfortable on balmy summer evenings. On just under 100 m³ there is enough space to everyone. The high-quality furniture invites you to relax and feel good.,16052482,Henning,f,1.0,1.0,t,t,52.4675,13.4362,Entire condo,Entire home/apt,5,,2.0,,,21,3,3,21,21,3.0,21.0,,t,0,0,0,0,21,3,0,4.81,4.86,4.76,5.0,4.81,4.57,4.76,08/Z/RA/011729-22,f,1,1,0,0,0.71
8090,8090,31037448,20241221052002,"*NEW* Urban colorful design-flat, 4 rooms, 2 bath","In the city center, right in the lively art and culture scene of the authentic trendy “Kreuzberg” district, this quiet oasis of peace awaits you with its own entrance from the street. The former art gallery was lovingly designed in collaboration with local Berlin artists and combines inspiring color concepts with a mix of concrete and light wood. The 4-room apartment offers 1 spacious living room with fully equipped kitchen, WiFi & smart TV, 3 separate bedrooms and 2 modern bathrooms.",18183098,Andre Marcel,t,2.0,11.0,t,t,52.49448,13.42656,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,$250.00,365,2,3,365,365,3.0,365.0,,t,8,24,42,227,214,44,3,4.87,4.89,4.84,4.92,4.87,4.86,4.72,"First name and Last name: Corie Motzkus <br/> Contact address: Blücherstr., 18, 10961, Berlin, Deutschland <br/>Listing address: Lausitzer Str. 32, 10999, berlin, Deutschland",t,2,2,0,0,2.96
8109,8109,25105368,20241221052002,Rooftop Apartment in the heart of kreuzberg,"Cozy rooftop apartment in the middle of Kreuzberg. On foot within 15 minutes from the Ostabahnhof (S-Bahn, regional train, long-distance traffic) and about 7 minutes from the subway station Görlitzer Bahnhof. Quiet because it is located in the 2nd backyard with adjoining garden. Still many cafes, restaurants and bars in the immediate vicinity. The price includes basic food such as tea, coffee, olive oil, various spices and shampoo. <br />Cleaning fee: 50€<br />deposit: 300€",81033,Anne,f,1.0,4.0,t,t,52.50229,13.43025,Entire loft,Entire home/apt,5,,3.0,,,14,3,3,14,14,3.0,14.0,,t,0,0,0,0,10,0,0,4.8,4.8,4.5,4.7,4.8,5.0,4.6,02/Z/RA/008905-18,f,1,1,0,0,0.13
8133,8133,25791352,20241221052002,"Big, familyfriendly apartment in Prenzlauer Berg","The apartment is located in a quiet dead end street in the Gleim Kiez, a very relaxed part of Prenzlauer Berg with parks, playgrounds, a sports park and of course many Cafes, Restaurants and ""Spätis"" nearby.<br />The apartment is on the first floor and has all the typical features of an historical building: high ceilings, wooden floors, spacious living room and kitchen. In the kids' room is a wooden plateau with space to sleep and play / read, which makes it extra nice for families with kids.",2110326,Nina,f,1.0,2.0,t,t,52.54744,13.40636,Entire rental unit,Entire home/apt,6,,3.0,,,100,28,28,100,100,28.0,100.0,,t,0,0,0,0,18,0,0,4.94,5.0,4.89,5.0,5.0,5.0,4.83,03/Z/RA/003631-18,f,1,1,0,0,0.23
8135,8135,967969629775701554,20241221052002,3 Bedroom apartment in Berlin Kreuzberg,"This listing is only for long-term rentals with a notice period of 3 months. Ein unbefristeter Wohnraummietvertrag wird abgeschlossen.<br /><br />LOCATION:<br />The apartment is located in a very beautiful building in the middle of the hip Berlin district Kreuzberg close to Berlin Mitte! The underground station Moritzplatz can be reached by foot within few minutes. It is the hotspot for charming cafes, bars and restaurants that serve specialties from all over the world.",529388435,Gabi,f,96.0,102.0,t,t,52.46863854764171,13.425832049743976,Entire rental unit,Entire home/apt,6,,3.0,,,90,30,30,90,90,30.0,90.0,,t,29,59,89,269,0,0,0,,,,,,,,"Legal entity name and Legal form: ZHI <br/>Legal representatives or Trade register number: HRB <br/> Entity address: Gipsstraße, 10119, Berlin, Germany <br/>Listing address: Hermannstraße, 12051, Berlin, Germany",f,71,12,59,0,
8156,8156,3973420,20241221052002,Central Stylish Berlin Apartment (registered),"This stylish 50m² (500 sq.ft.) apartment, set in a fully converted commercial unit with 4m high ceilings, has been renovated over three levels to create a unique place to stay at the heart of Europe's hippest city.",14474248,Simone,t,1.0,1.0,t,t,52.52039,13.43531,Entire condo,Entire home/apt,5,,1.0,,,21,6,6,21,21,6.0,21.0,,t,0,0,0,0,265,28,0,4.92,4.95,4.97,4.98,4.99,4.81,4.87,02/Z/AZ/014235-21,f,1,1,0,0,2.14
8160,8160,870734314195650123,20241221052002,Dachwohnung mit weitem Blick,"This place is all glass, sunlight and wide vistas which are rare in Berlin. You can enjoy the sunset both from the living room area and the roof terrace which also has a side facing East with a sitting area for breakfast. The apartment is both modern and cosy, with wooden heated floors. Due to its high-standard windows you will not hear any noise of the city while you watch trains passing by directly from the kitchen table - kids love it!",24512572,Ruth,f,1.0,6.0,t,t,52.48654,13.37299,Entire rental unit,Entire home/apt,5,,2.0,,,365,5,5,365,365,5.0,365.0,,t,0,0,0,0,4,2,0,5.0,4.75,4.75,4.75,4.75,4.75,5.0,07/Z/RA/012856-22,f,1,1,0,0,0.23
8173,8173,32510629,20241221052002,"Family Apartment for 6 guests, Mitte Moabit","The apartment is bright and newly renovated and is suitable for 6 people. Completely newly equipped. My place is Moabit, especially suitable for families with children. Small groups are very welcome! There should be everything you could ever need when travelling;)",27952946,Katrin,f,21.0,22.0,t,t,52.53265,13.35075,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,$149.00,1125,1,4,1125,1125,2.6,1125.0,,t,23,53,83,112,97,14,1,4.63,4.73,4.58,4.88,4.81,4.57,4.49,"Legal entity name and Legal form: GHS Green Hotelservice GmbH <br/>Legal representatives or Trade register number: HRB 177703 B <br/> Entity address: Rhinstr 137A, 10315 , Berlin , Deutschland <br/>Listing address: Wilsnacker Str 34, 10559, Berlin , Deutschland",t,15,15,0,0,1.38
8180,8180,1288993662851659349,20241221052002,Unique Penthouse - 16th floor,"This one of a kind penthouse in Mitte, 3-minute-walk from Potsdamer Platz, offers a spacious layout with a private terrace, three double bedrooms, and a well-equipped kitchen. Highlights include a private sauna, air conditioning, underground parking, and a communal garden. Residents enjoy high-speed Wi-Fi, all utilities, and access to shared amenities like a gym, spa lounge, and on-site dining. Perfect for families and professionals.<br /><br />Lease contract is mandatory to be signed.",376961462,Vonder,f,116.0,142.0,t,t,52.5057254,13.380306,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,$265.00,180,92,92,180,180,92.0,180.0,,t,28,58,88,178,0,0,0,,,,,,,,,f,35,35,0,0,
8181,8181,1172496179242684578,20241221052002,"95m2 Loft Apartment 1,5B 2R Terasse Kreuzberg","The loft apartment is located in the lively Kreuzberg with lots of bars, restaurants and many clubs nearby. The Landwehr Canal is ideal for a perfect walk. Kottbusser Tor and Hermannplatz are each only a 15 min walk away. Sightseeing, nightlife the EastSideGallery, Messe-Berlin, Brandenburg Gate and Central Station can be reached within a very short time. The apartment is a former factory where you will find industrial elements.",579175229,Mieczyslaw,f,3.0,3.0,t,f,52.4922875,13.4344054,Entire rental unit,Entire home/apt,8,1.5,1.0,4.0,$207.00,365,2,2,365,365,2.0,365.0,,t,19,49,79,175,11,11,2,5.0,4.82,4.91,4.91,5.0,4.64,4.73,"Legal entity name and Legal form: C2C Handels und Logistik GmbH <br/>Legal representatives or Trade register number: Mieczyslaw Blazewicz <br/> Entity address: Hugo-Heimann-Straße 37, 12353, Berlin, Deutschland <br/>Listing address: Paul-Lincke-Ufer 8, 10999, Berlin, Deutschland",f,3,3,0,0,1.75
8185,8185,1045541667521642956,20241221052002,Zentrales Apartment mit 2 Schlafzimmern für 6 Gäst,"Welcome to Berlin Mitte! Thanks to digital check-in, experience an uncomplicated journey and enjoy the comfort and style of this centrally located accommodation. Your perfect home in the middle of the exciting Berlin Mitte. Here you will find enough space and modern comfort for your memorable stay in Berlin Mitte. Discover the city from this central location and return to your cozy home to relax and recharge.",533768179,Lukas,f,3.0,4.0,t,t,52.53484,13.34835,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,$92.00,45,1,3,45,45,2.6,45.0,,t,7,36,66,341,20,20,1,4.35,4.35,4.25,4.95,4.65,4.65,4.3,"Legal entity name and Legal form: Indepecon GmbH <br/>Legal representatives or Trade register number: HRB190892BD4 <br/> Entity address: Brunnenstr. 4, 10119, Berlin, Deutschland <br/>Listing address: Quitzowstr. 124, 10559, Berlin, Deutschland",t,3,3,0,0,1.66
